INDEX,YEAR,MN,DT,MAX,MIN,AW,RF,EVP,DRNRF(hrs),DRNRF(mnts),SSH,TS,N,FFF,D,TOCSQ,DU,RA,DZ,SN,SL,HA,TH,DS,FG,GA,T,G,DUR,T,G,DUR,T,G,DUR,T,G,DUR,
43353,2001,MAY,23,32.4,25.6,1,3.4,   ,1,0,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,2,145,6,75,3,0,3,5, , ,   ,  
43353,2001,MAY,24,32.4,23.6,2,33.6,   ,4,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,130,6,20,51,5,1,160, , ,   ,  
43353,2001,MAY,25,32.6,25.2,1,0,   ,0,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,23,5,25,13,1,3,60,0,1,300,  
43353,2001,MAY,26,28.4,25,1,26.8,   ,1,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,3,155,6,268,52,5,2,277, , ,   ,  
43353,2001,MAY,27,30.6,22.8,2,72.9,   ,10,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,165,6,95,52,5,2,190,1,3,180,  
43353,2001,MAY,28,27.4,23.8,2,8.3,   ,4,50,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,340,6,180,12,1,2,20,0,1,170,  
43353,2001,MAY,29,25,23.6,1,32.2,   ,15,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,465,5,320,1,1, ,   , , ,   ,  
43353,2001,MAY,30,31,23.2,1,43.5,   ,15,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,5,133,5,99,11,1,1,420, , ,   ,  
43353,2001,MAY,31,31.8,22.2,1,32.3,   ,3,50,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,90, ,   ,  , , ,   , , ,   ,  
43353,2001,JUN,1,32.4,25.4,1,5.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,18,5,41,12,1,2,76,0,2,47,  
43353,2001,JUN,2,32.2,27.2,2,1,   ,0,20,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,JUN,3,32.2,26.6,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,2,50,1,220,  , , ,   , , ,   ,  
43353,2001,JUN,4,29.2,23.8,1,0.2,   ,0,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,JUN,5,29.4,22.4,1,28.2,   ,4,25,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,660,5,235,13,1,3,30, , ,   ,  
43353,2001,JUN,7,26.4,22,2,62.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,155,5,923,  , , ,   , , ,   ,  
43353,2001,JUN,9,30.6,22.8,1,43.2,   ,12,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,179,5,505,26,2,6,35,1,3,15,  
43353,2001,JUN,10,28.4,24.2,1,16.3,   ,4,54,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,60,6,218,51,5,1,407, , ,   ,  
43353,2001,JUN,11,26.4,23.6,2,55.7,   ,11,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,698,5,267,  , , ,   , , ,   ,  
43353,2001,JUN,12,26.6,23.6,1,53.1,   ,21,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,3,245,6,881,51,5,1,419, , ,   ,  
43353,2001,JUN,13,28.4,23.6,1,68.6,   ,18,4,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,225,5,885,12,1,2,130, , ,   ,  
43353,2001,JUN,14,30,23,2,24.2,   ,11,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,3,105,6,130,52,5,2,430, , ,   ,  
43353,2001,JUN,15,28.2,22.8,2,32.6,   ,13,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,430,5,220,13,1,3,150, , ,   ,  
43353,2001,JUN,16,30.8,22.8,1,15.9,   ,4,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,55,6,130,53,5,3,30,1,4,80,  
43353,2001,JUN,17,31,25.2,2,2,   ,0,45,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,3,30, ,   ,  , , ,   , , ,   ,  
43353,2001,JUN,18,31,24.8,2,5.1,   ,1,0,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,465,1,180,  , , ,   , , ,   ,  
43353,2001,JUN,19,30.6,24,1,19.9,   ,2,52,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,177,1,48,  , , ,   , , ,   ,  
43353,2001,JUN,20,30.4,24.2,1,24.5,   ,5,23,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,50,6,171,51,5,1,230,1,4,85,  
43353,2001,JUN,21,27,24,2,37.8,   ,6,58,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,110,6,305,51,5,1,140, , ,   ,  
43353,2001,JUN,22,30,23.6,2,62.7,   ,12,43,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,8,15,6,410,52,5,2,193,1,3,120,  
43353,2001,JUN,23,30,22.6,1,73.8,   ,17,25,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,60,6,400,51,5,1,388,1,4,150,  
43353,2001,JUN,24,30.6,23.6,1,2.1,   ,3,57,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,7,20,1,60,1,0,1,120, , ,   ,  
43353,2001,JUN,25,30.2,25.2,1,6.4,   ,0,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,7,190,6,312,53,5,3,10,1,3,80,  
43353,2001,JUN,26,30.2,23.4,2,44.8,   ,9,52,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,170,6,200,51,5,1,45,1,3,180,  
43353,2001,JUN,27,30.4,23.8,1,7.2,   ,1,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,100,5,36,12,1,2,225,0,7,255,  
43353,2001,JUN,28,30.2,23.4,1,14,   ,2,9,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,45,5,28,13,1,3,170, , ,   ,  
43353,2001,JUN,29,28.2,24.4,2,25.4,   ,3,32,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,162,5,522,23,2,3,20,1,2,215,  
43353,2001,JUN,30,28.4,23.2,2,19.2,   ,16,37,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,155,5,395,23,2,3,15,1,3,140,  
43353,2001,JUL,1,30.8,24,1,15,   ,7,16,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,60,5,10,  , , ,   , , ,   ,  
43353,2001,JUL,2,29.8,23.8,2,6.4,   ,0,30,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,168,5,248,  , , ,   , , ,   ,  
43353,2001,JUL,3,29.2,24,3,20.8,   ,5,2,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,415,5,430,13,1,3,140, , ,   ,  
43353,2001,JUL,4,28.6,23.2,1,58.3,   ,15,31,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,249,5,890,13,1,3,35, , ,   ,  
43353,2001,JUL,5,26.2,22.8,2,60.3,   ,16,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,510,5,568,14,1,4,90, , ,   ,  
43353,2001,JUL,6,28.6,23,1,13,   ,8,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,72,5,23,12,1,2,70, , ,   ,  
43353,2001,JUL,7,30.8,22.8,1,33.4,   ,5,37,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,232,5,55,13,1,3,150, , ,   ,  
43353,2001,JUL,8,28,22.8,2,51,   ,7,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,425,5,700,13,1,3,46, , ,   ,  
43353,2001,JUL,9,25.4,21.6,2,154.9,   ,22,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,5,6,487,52,5,2,308, , ,   ,  
43353,2001,JUL,10,26,22.8,2,36.5,   ,9,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,170,5,375,14,1,4,70, , ,   ,  
43353,2001,JUL,11,26.6,23.2,2,52.1,   ,12,57,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,483,5,230,13,1,3,105, , ,   ,  
43353,2001,JUL,12,28.2,23.2,1,26,   ,9,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,115,5,170,13,1,3,340, , ,   ,  
43353,2001,JUL,13,32.8,23.4,1,1.8,   ,2,25,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,1,3,553, ,   ,  , , ,   , , ,   ,  
43353,2001,JUL,14,30.8,23.4,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,JUL,15,32,24.6,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,140, ,   ,  , , ,   , , ,   ,  
43353,2001,JUL,16,30.8,24.8,1,5.4,   ,0,20,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,8,60,6,20,56,5,6,55,1,3,55,  
43353,2001,JUL,17,30.4,24,2,3.6,   ,1,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,50,6,10,51,5,1,85,1,2,315,  
43353,2001,JUL,18,30.4,24.4,1,4.8,   ,3,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,5,5,10,1,170,  , , ,   , , ,   ,  
43353,2001,JUL,19,30.8,24.2,1,7.4,   ,1,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,50,5,45,13,1,3,95, , ,   ,  
43353,2001,JUL,20,30.6,24.6,2,0,   ,0,0,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,3,50,1,130,  , , ,   , , ,   ,  
43353,2001,JUL,21,30.4,24.4,1,0.3,   ,0,30,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,5,5,5,55,22,2,2,110,1,3,90,  
43353,2001,JUL,22,30.6,24.4,1,0.3,   ,0,30,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,7,20,1,300,  , , ,   , , ,   ,  
43353,2001,JUL,23,30.4,24.6,2,1.3,   ,0,20,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,7,5,5,40,23,2,3,80,1,2,145,  
43353,2001,JUL,24,30.8,24.8,1,1.6,   ,0,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,20,5,80,12,1,2,30, , ,   ,  
43353,2001,JUL,25,28.4,25.2,1,6.2,   ,2,13,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,140,5,435,  , , ,   , , ,   ,  
43353,2001,JUL,26,30,24.2,2,5.4,   ,5,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,8,35,5,100,  , , ,   , , ,   ,  
43353,2001,JUL,27,25.6,23.8,1,1.4,   ,1,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,80,5,498,13,1,3,75, , ,   ,  
43353,2001,JUL,28,24.8,23,1,9,   ,11,52,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,35,5,900,13,1,3,30, , ,   ,  
43353,2001,JUL,29,28.6,21.2,2,20.4,   ,24,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,85,5,455,14,1,4,90, , ,   ,  
43353,2001,JUL,30,28,22.6,1,0.2,   ,0,30,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,1,3,85, ,   ,  , , ,   , , ,   ,  
43353,2001,JUL,31,29.8,24.2,1,0,   ,0,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,4,35,5,43,13,1,3,192, , ,   ,  
43353,2001,AUG,1,26,22,2,2.6,   ,5,13,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,250,5,330,  , , ,   , , ,   ,  
43353,2001,AUG,2,26.8,22,1,16.3,   ,10,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,475,5,560,13,1,3,200, , ,   ,  
43353,2001,AUG,3,26.6,21.8,2,7.8,   ,7,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,5,150,5,740,  , , ,   , , ,   ,  
43353,2001,AUG,4,28.6,23.8,2,7.9,   ,12,15,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,7,15,5,235,22,2,2,85, , ,   ,  
43353,2001,AUG,5,29.4,23.6,1,4.1,   ,3,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,10,5,45,22,2,2,45,1,3,130,  
43353,2001,AUG,6,29.8,24.5,1,0,   ,0,20,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,155, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,7,31.2,25,2,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,200, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,8,28.8,24.4,1,0.6,   ,1,8,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,2,60,1,130,  , , ,   , , ,   ,  
43353,2001,AUG,9,30,23.8,1,6.1,   ,1,15,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,3,205,1,25,  , , ,   , , ,   ,  
43353,2001,AUG,10,30.2,25.6,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,11,30,25.6,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,180, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,12,30.4,25.2,1,0,   ,0,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,4,50,5,225,  , , ,   , , ,   ,  
43353,2001,AUG,13,29.4,24.4,1,4.8,   ,6,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,55,5,103,  , , ,   , , ,   ,  
43353,2001,AUG,14,29.8,24.4,1,23.9,   ,5,46,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,162,5,95,12,1,2,240, , ,   ,  
43353,2001,AUG,15,29.4,24.4,1,5.2,   ,1,17,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,65,5,170,  , , ,   , , ,   ,  
43353,2001,AUG,16,29,24.4,1,4.7,   ,3,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,5,21,5,100,13,1,3,135, , ,   ,  
43353,2001,AUG,17,30.2,25.6,1,0.5,   ,0,21,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,90, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,18,30.6,24.4,1,34.9,   ,5,28,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,265,5,230,7,0,7,95, , ,   ,  
43353,2001,AUG,19,28.6,23.4,1,24.3,   ,10,20,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,220,5,270,  , , ,   , , ,   ,  
43353,2001,AUG,20,30.4,24.4,1,14.8,   ,1,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,55,5,35,  , , ,   , , ,   ,  
43353,2001,AUG,21,32.4,25.2,2,3,   ,1,55,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,18,5,70,  , , ,   , , ,   ,  
43353,2001,AUG,22,30.2,24.3,1,19,   ,2,38,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,83,5,137,  , , ,   , , ,   ,  
43353,2001,AUG,23,30.6,23.6,1,23,   ,1,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,118,5,23,13,1,3,45, , ,   ,  
43353,2001,AUG,24,29.6,24.4,1,0.2,   ,0,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,4,10,5,88,13,1,3,205, , ,   ,  
43353,2001,AUG,25,29.4,23.7,1,5.8,   ,6,13,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,35,5,280,13,1,3,155, , ,   ,  
43353,2001,AUG,26,29.2,25.2,1,0.5,   ,0,40,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,3,10, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,27,28.8,24.6,2,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,235, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,28,29.6,25,2,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,100, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,29,29.8,24.8,2,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,110, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,30,30.6,25,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,185, ,   ,  , , ,   , , ,   ,  
43353,2001,AUG,31,30.2,25,1,0.3,   ,0,30,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,5,5,25,12,1,2,165, , ,   ,  
43353,2001,SEP,1,30.4,25,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,2,30.4,25.4,1,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,3,30.6,25.5,1,0,   ,0,5,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,3,5,1,110,  , , ,   , , ,   ,  
43353,2001,SEP,4,31,24.4,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,140, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,5,30.6,23.8,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,225, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,6,31,24.4,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,170, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,7,30.8,24.4,1,0,   ,0,5,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,2,5,2,30,12,1,2,230, , ,   ,  
43353,2001,SEP,8,31,24.8,0,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,120, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,9,31.2,24.6,1,5.2,   ,2,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,77,5,63,13,1,3,30, , ,   ,  
43353,2001,SEP,10,30.8,24.8,1,0,   ,0,15,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,140, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,11,31.6,25.4,0,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,230, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,12,30.5,25.8,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,180, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,13,30.6,24.8,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,170, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,14,30.2,24.6,1,2.4,   ,1,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,20,5,150,12,1,2,200, , ,   ,  
43353,2001,SEP,15,31.2,23.8,1,0.5,   ,1,50,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,170, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,16,30.6,25,1,0.5,   ,0,10,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,1,130,1,170,  , , ,   , , ,   ,  
43353,2001,SEP,17,31,24,1,0,   ,1,30,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,8,25,2,35,12,1,2,255,0,7,155,  
43353,2001,SEP,18,31,24.6,1,13.9,   ,4,47,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,150,6,140,52,5,2,172, , ,   ,  
43353,2001,SEP,19,30.2,24,1,15.4,   ,5,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,155,6,305,53,5,3,15,2,3,30,  
43353,2001,SEP,20,29.4,23.8,1,1.6,   ,0,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,15,5,35,1,0,1,230, , ,   ,  
43353,2001,SEP,21,31,23.8,1,6.6,   ,2,0,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,22,5,98,13,1,3,185,0,7,145,  
43353,2001,SEP,22,29.4,24.8,1,0,   ,0,5,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,5,35,6,122,52,5,2,178,0,2,105,  
43353,2001,SEP,23,28.6,23.6,1,47.6,   ,9,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,488,5,460,  , , ,   , , ,   ,  
43353,2001,SEP,24,27.6,22.8,1,16.8,   ,11,21,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,243, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,25,29,24,1,2.2,   ,2,15,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,7,260, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,26,29.6,22.2,1,40.2,   ,14,5,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,410, ,   ,  , , ,   , , ,   ,  
43353,2001,SEP,27,27.8,23.8,1,21,   ,5,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,95,6,245,51,5,1,230,1,4,210,  
43353,2001,SEP,28,29.6,23.8,1,12,   ,7,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,20,5,35,13,1,3,80, , ,   ,  
43353,2001,SEP,29,27,24.4,1,0.4,   ,0,37,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,208,5,644,  , , ,   , , ,   ,  
43353,2001,SEP,30,29,24,2,74.5,   ,23,55,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,215,5,333,13,1,3,97, , ,   ,  
43353,2001,OCT,1,30,25.8,2,6.3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,5,25,5,45,  , , ,   , , ,   ,  
43353,2001,OCT,2,30.4,26,1,1.8,   ,0,55,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,145, ,   ,  , , ,   , , ,   ,  
43353,2001,OCT,3,30.4,24.6,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,335, ,   ,  , , ,   , , ,   ,  
43353,2001,OCT,4,30.8,24.4,1,2.5,   ,0,45,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,10,5,40,12,1,2,190, , ,   ,  
43353,2001,OCT,5,28.4,23.6,1,10.3,   ,8,50,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,45,5,540,14,1,4,235, , ,   ,  
43353,2001,OCT,6,29.6,22.6,1,38,   ,8,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,250,5,65,13,1,3,130, , ,   ,  
43353,2001,OCT,7,30.4,23.4,1,0.3,   ,0,20,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,50,5,20,12,1,2,185, , ,   ,  
43353,2001,OCT,8,30.4,24,1,36,   ,2,20,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,30,5,35,12,1,2,135, , ,   ,  
43353,2001,OCT,9,30.8,24.2,1,0,   ,0,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,4,60,5,10,12,1,2,280, , ,   ,  
43353,2001,OCT,10,30.6,25.4,1,0,   ,0,0,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,8,15,1,200,  , , ,   , , ,   ,  
43353,2001,OCT,11,30.6,24.4,1,2.8,   ,2,40,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,150,6,80,52,5,2,65,1,3,220,  
43353,2001,OCT,12,30.8,24.8,1,0,   ,0,0,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,2,230, ,   ,  , , ,   , , ,   ,  
43353,2001,OCT,13,30,25.6,0,3.6,   ,2,25,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,130,6,105,53,5,3,185,0,2,45,  
43353,2001,OCT,14,26.6,23.6,1,166.5,   ,10,35,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,200,6,670,54,5,4,160, , ,   ,  
43353,2001,OCT,15,28,23.4,1,35.9,   ,13,10,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,380,5,90,  , , ,   , , ,   ,  
43353,2001,OCT,16,30.6,24.4,1,31.1,   ,6,21,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,35,5,310,13,1,3,200, , ,   ,  
43353,2001,OCT,17,30.4,25.4,2,0.8,   ,1,8,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,121,5,83,13,1,3,167, , ,   ,  
43353,2001,OCT,18,30,24,2,12.9,   ,1,16,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,4,53,1,180,7,0,7,115, , ,   ,  
43353,2001,OCT,19,30.6,25,1,0.9,   ,1,13,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,1,20,1,110,  , , ,   , , ,   ,  
43353,2001,OCT,20,30.8,24.2,4,10.2,   ,4,10,   ,  , ,   , ,    ,  ,0,0,1,0,0,0,0,0,0,4,3,140,2,10,12,1,2,20, , ,   ,  
