INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,,
43353,2006,FEB,0,27,1008.2,1008.9,25.8,24.6,24.1,90,30,0,0,  ,96,5,1,0,0,0,3,6,0,9,4,4,5,451,5,1,16,,   ,  , , ,   
43353,2006,FEB,0,28,1007.8,1008.5,26.6,24.4,23.4,83,28.8,0,0,  ,96,5,2,3,2,6,2,1,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,1,1007.6,1008.3,25.6,24.2,23.6,88,29.1,0,0,  ,96,8,3,0,0,1,2,2,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,2,1009.3,1010,26.6,25.4,24.9,90,31.5,0,0,  ,96,5,1,0,0,0,3,2,0,9,4,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,MAR,0,3,1008.7,1009.4,27.8,26,25.2,86,32.1,99,5,  ,96,8,2,3,1,1,1,3,9,9,4,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,4,1009.4,1010.1,23.8,23.4,23.2,96,28.4,99,4,  ,96,8,4,7,4, , ,1,9, ,8,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,MAR,0,5,1008,1008.7,27,25,24.1,84,30,34,12,  ,96,8,2,0,0,0,2,2,0,9,4,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,6,1010.3,1011,25,23.8,23.2,90,28.4,0,0,  ,96,5,1,3,1,1,1,1,9,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,7,1009.4,1010.1,25.8,24,23.2,85,28.4,99,5,  ,96,8,2,0,0,1,2,2,0,9,4,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,8,1009.4,1010.1,24,23,22.5,91,27.3,99,5,  ,96,8,2,0,0,0,1,6,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,9,1011.2,1011.9,26.2,24.8,24.2,89,30.1,0,0,  ,96,8,2,3,1,1,1,1,9,9,4,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,10,1010.1,1010.8,23.8,23,22.6,93,27.4,0,0,  ,96,8,3,0,0,1,1,2,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,11,1009,1009.7,26,24.4,23.7,87,29.3,0,0,  ,96,8,1,0,0,1,2,2,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,12,1009,1009.7,25.6,24.4,23.9,90,29.7,0,0,  ,96,5,1,0,0,1,2,1,0,9,3,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,13,1008.6,1009.3,23.8,21.6,20.4,81,24,0,0,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,72,,   ,  , , ,   
43353,2006,MAR,0,14,1009.9,1010.6,25.4,23.4,22.4,84,27,0,0,  ,96,8,1,0,0,1,2,9,0,9,3,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,15,1009.7,1010.4,25.6,24.4,23.9,90,29.6,99,5,  ,96,8,1,3,1,1,2,1,9,9,4,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,16,1010.5,1011.2,26.4,24.6,23.8,86,29.5,99,4,  ,96,8,3,3,3,0,0,1,9,0,6,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,17,1009.3,1010,24.8,23.4,22.7,88,27.6,0,0,  ,96,5,2,0,0,1,2,1,0,9,4,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,18,1009.3,1010,25.6,24,23.3,87,28.6,99,5,  ,96,8,2,3,1,6,2,1,9,9,5,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,19,1008.2,1008.9,25.8,24,23.2,85,28.4,99,4,  ,96,8,2,3,1,1,2,1,9,9,5,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,20,1009.8,1010.5,27.2,25.6,24.9,87,31.4,0,0,  ,96,8,2,7,4,0,0,2,9,0,6,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,21,1009.9,1010.6,26.8,25,23.9,79,29.6,0,0,  ,96,8,2,3,1,1,2,1,9,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,22,1008,1008.7,26.8,25.4,24.8,89,31.3,11,10,  ,96,8,3,0,0,1,1,1,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,23,1007.1,1007.8,27.4,26.4,26,92,33.6,0,0,  ,96,8,3,0,0,7,2,6,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,24,1007.5,1008.2,26.4,25,24.4,89,30.5,0,0,  ,96,8,1,3,1,1,2,9,9,9,4,4,6,461,6,1,16,,   ,  , , ,   
43353,2006,MAR,0,25,1008.2,1008.9,27,25.6,25,89,31.7,0,0,  ,96,8,3,0,0,1,2,1,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,26,1010.3,1011,27.2,25.6,24.9,87,31.5,0,0,  ,96,8,2,0,0,1,3,2,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,MAR,0,27,1008.7,1009.4,25.6,25,24.7,95,31.1,0,0,  ,96,8,2,3,2,6,1,1,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,28,1008.1,1008.8,26.8,25.6,25.1,90,31.9,0,0,  ,96,8,2,0,0,1,2,7,0,9,4,2,6,262,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,29,1008.2,1008.9,26.4,25.4,25,92,31.6,0,0,  ,96,8,2,0,0,1,3,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAR,0,30,1009.2,1009.9,27.6,25.4,24.4,83,30.5,99,4,  ,96,8,3,0,0,1,2,1,0,9,5,4,6,464,6,4,14,,   ,  , , ,   
43353,2006,MAR,0,31,1010.2,1010.9,25,23.8,23.2,90,28.4,99,4,  ,96,8,3,0,0,1,1,2,0,9,4,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,APR,0,1,1008.3,1010,26.6,25,24.3,87,30.3,99,5,  ,96,8,3,0,0,1,2,2,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,APR,0,2,1009.1,1009.8,27.6,25.6,24.7,85,31.1,99,5,  ,96,8,2,3,1,6,2,7,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,3,1008.8,1009.5,27.8,25.6,24.6,83,30.9,0,0,  ,96,8,3,0,0,1,2,2,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,APR,0,4,1008.2,1008.9,28.4,26.4,25.6,85,32.8,0,0,  ,96,8,2,0,0,1,3,2,0,9,5,4,6,462,6,2,16,,   ,  , , ,   
43353,2006,APR,0,5,1007.2,1007.9,28.6,25.6,24.3,78,30.9,99,5,  ,96,8,3,0,0,1,1,1,0,9,4,4,6,463,6,3,14,,   ,  , , ,   
43353,2006,APR,0,6,1008.6,1009.3,28.4,25.6,24.4,79,30.5,99,4,  ,96,8,3,0,0,1,1,1,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,7,1009.1,1009.8,27.8,25.6,24.6,83,30.9,0,0,  ,96,8,3,0,0,1,2,6,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,8,1007.2,1007.9,27.8,25.6,24.6,83,30.9,99,4,  ,96,8,3,0,0,1,1,1,0,9,4,4,6,463,6,3,14,,   ,  , , ,   
43353,2006,APR,0,9,1006.9,1007.6,28,26.2,25.4,86,32.4,0,0,  ,96,8,3,3,1,6,2,2,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,10,1008,1008.7,27.6,26,25.3,81,32.2,99,5,  ,96,8,3,0,0,1,2,7,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,11,1007.8,1008.5,27.4,25.4,24.5,84,30.7,0,0,  ,96,5,1,0,0,1,2,1,0,9,3,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,APR,0,12,1006.7,1007.4,26.8,25.4,24.8,89,31.3,99,4,  ,96,8,3,0,0,1,2,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,13,1005.4,1006.1,27.4,25.8,25.1,87,31.8,0,0,  ,96,8,2,3,1,1,3,1,9,9,6,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,APR,0,14,1006.4,1007.1,26,25,24.6,92,30.9,0,0,  ,95,5,1,7,1,0,0,1,9,0,2,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,APR,0,15,1008.4,1009.1,25,24,23.5,88,28.9,0,0,  ,96,8,3,7,2,6,2,2,9,9,7,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,16,1007.8,1008.5,26,24.2,23.4,85,28.7,0,0,  ,96,8,2,3,1,0,2,7,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,17,1007.6,1008.3,25.2,24,23.4,90,28.8,0,0,  ,96,8,1,3,1,1,2,7,9,9,4,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,APR,0,18,1009.2,1009.9,25.2,24.6,24.3,95,30.4,11,12,  ,96,3,4,3,1,6,2,2,9,9,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,APR,0,19,1009.5,1010.2,25.4,24,23.6,88,29.1,9,10,  ,96,8,2,3,1,1,2,2,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,20,1010.1,1010.8,27,24.8,23.8,83,29.6,18,12,  ,96,3,3,7,2,0,0,8,9,0,5,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,APR,0,21,1009.4,1010.1,25.4,23.6,22.7,85,27.4,0,0,  ,96,8,3,3,1,1,2,2,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,22,1009,1009.7,26.8,25.4,24.8,89,31.3,0,0,  ,96,8,3,3,1,1,2,7,9,9,6,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,APR,0,23,1008.5,1009.2,27,25,24.1,84,30,99,5,  ,96,8,4,7,2,0,0,7,9,0,6,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,APR,0,24,1006.7,1007.4,28.4,25.4,24.1,78,29.5,99,4,  ,96,8,3,0,0,6,3,2,0,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,25,1007.9,1008.6,28.2,26.4,25.7,86,33,0,0,  ,96,5,2,0,0,1,2,1,0,9,4,9,6,962,6,2,14,,   ,  , , ,   
43353,2006,APR,0,26,1008.3,1009,27.4,26.2,25.7,90,33,99,5,  ,96,8,3,7,3,0,0,8,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,27,1007.7,1008.4,27.6,26,25.3,87,32.2,0,0,  ,96,8,2,3,2,6,2,1,9,9,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,APR,0,28,1007.4,1008.1,28.6,26.2,25.1,82,32,99,5,  ,96,8,3,3,3,0,0,6,9,0,6,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,APR,0,29,1007.4,1008.1,27.8,25.8,24.9,85,31.5,0,0,  ,96,8,3,7,3,0,0,1,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,APR,0,30,1008.5,1009.2,27.6,25.4,24.4,83,31.1,0,0,  ,96,8,2,3,2,6,2,7,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,1,1008.6,1009.3,26.8,25.4,24.8,89,31.3,0,0,  ,96,8,2,3,1,1,2,1,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,2,1007.9,1008.6,28.6,26.4,25.7,83,33,32,12,  ,96,8,2,0,0,6,3,7,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,3,1007.6,1008.3,28.8,25.8,24.5,78,30.7,99,5,  ,96,8,4,7,1,6,2,7,9,9,7,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,MAY,0,4,1008.3,1009,26.8,25,24.2,86,30.1,0,0,  ,96,8,2,3,4,0,0,7,9,0,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,MAY,0,5,1009.3,1010,26.4,24.4,23.5,84,28.9,99,4,  ,96,8,2,0,0,1,4,6,0,9,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,MAY,0,6,1009.8,1010.5,25.4,24,23.3,88,28.6,0,0,  ,96,8,3,0,0,6,2,6,0,9,5,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,MAY,0,7,1007.4,1008.1,27,25.4,24.7,87,31.1,99,5,  ,96,8,2,3,1,1,2,2,9,9,5,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,MAY,0,8,1007.3,1008,26.2,25.4,25.1,93,31.8,0,0,  ,96,8,2,0,0,1,4,6,0,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,9,1008.5,1009.2,26.4,25.4,25,92,31.7,99,5,  ,96,9,4,7,1,6,2,7,9,9,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,10,1007.4,1008.1,26,25.2,24.8,93,31.3,0,0,  ,96,8,3,0,0,6,2,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,11,1007.5,1008.2,28.2,26.2,25.4,85,32.4,0,0,  ,96,8,2,0,0,1,3,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,12,1009,1009.7,28.4,26.4,25.6,85,32.8,0,0,  ,96,8,3,3,1,6,2,2,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,13,1009.1,1009.8,27.8,25.6,24.6,83,30.9,0,0,  ,96,0,0,0,0,1,2,0,0,9,2,9,0,902,0,2,72,,   ,  , , ,   
43353,2006,MAY,0,14,1008.8,1009.5,27,25.4,24.7,87,31.1,0,0,  ,96,8,2,3,3,0,0,6,9,0,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,15,1008.4,1009.1,26.6,24.4,23.4,83,28.7,0,0,  ,96,8,3,3,1,6,1,2,9,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,16,1007.5,1008.2,27,25.4,24.7,87,31.1,0,0,  ,96,8,3,0,0,1,1,1,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,17,1008,1008.7,25.8,24.8,24.4,92,30.3,99,5,  ,96,9,3,2,4,0,0,6,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,18,1008.2,1008.9,27.8,25.8,24.9,85,31.5,99,5,  ,96,8,3,3,1,6,2,2,9,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,19,1008,1008.7,23.4,23,22.8,96,27.7,0,0,  ,96,3,5,2,3, , ,1,9,9,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,20,1008.7,1009.4,26,24.2,23.4,85,28.7,0,0,  ,95,9,3,7,3,0,0,2,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,21,1008.1,1008.8,25.6,24.4,23.9,90,29.7,0,0,  ,96,8,2,0,0,1,2,9,0,9,4,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,MAY,0,22,1008.1,1008.8,25.6,24.8,24.4,93,30.5,99,5,  ,96,3,3,7,3,0,0,1,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,23,1008.1,1008.8,24,23.4,23.1,95,28.3,99,5,  ,96,3,5,2,3, , ,2,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,24,1007.3,1008,24,23.8,23.7,98,29.3,0,0,  ,96,9,4,7,3,0,0,9,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,25,1007.3,1008,25,24.4,24.1,95,30,99,5,  ,95,3,4,7,3,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,26,1007.7,1008.4,24.2,23.6,23.3,95,28.6,99,5,  ,96,9,3,3,3,0,0,1,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,27,1009.2,1009.9,23.6,23,22.7,95,27.3,27,14,  ,95,3,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,MAY,0,28,1008.7,1009.4,23.8,23.4,23.2,96,28.4,99,5,  ,96,7,4,2,2,0,0,7,9,0,6,4,7,472,7,2,10,,   ,  , , ,   
43353,2006,MAY,0,29,1005.3,1006,23,22.8,22.7,98,27.6,0,0,  ,96,6,4,2,4, , ,5,9, ,8,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,MAY,0,30,1004.8,1005.5,24,23.6,23.4,96,28.8,99,4,  ,96,7,4,2,3,0,0,7,9,0,7,4,7,472,7,2,10,,   ,  , , ,   
43353,2006,MAY,0,31,1007,1007.7,23.8,23.6,23.5,98,28.9,27,18,  ,96,8,5,2,3, , ,5,9, ,8,3,7,372,7,2,8,,   ,  , , ,   
43353,2006,JUN,0,1,1010.5,1011.2,23.6,22.8,22.4,93,27,0,0,  ,96,7,4,2,4, , ,6,9, ,8,4,7,472,7,2,10,,   ,  , , ,   
43353,2006,JUN,0,2,1010,1010.7,23.6,23.4,23.3,98,28.8,99,5,  ,96,7,4,2,3,0,0,7,9,0,7,4,7,472,7,2,10,,   ,  , , ,   
43353,2006,JUN,0,3,1008.9,1009.6,24.6,23.6,23.1,91,28.3,0,0,  ,96,8,3,3,3,0,0,9,9,0,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,JUN,0,4,1008.5,1009.2,25,24.6,24.4,96,30.5,99,5,  ,96,9,4,2,4, , ,9,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,5,1009.2,1009.9,25.6,25.2,25,97,31.7,0,0,  ,96,3,3,7,2,6,2,7,9,9,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,6,1009.2,1009.9,25.2,24.6,24.3,95,30.3,0,0,  ,96,3,4,7,3,0,0,9,9,0,7,4,9,491,9,1,20,,   ,  , , ,   
43353,2006,JUN,0,8,1009.1,1009.8,25.6,25.4,25.3,98,32.2,0,0,  ,96,9,3,0,0,6,3,7,0,9,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,9,1007.9,1008.6,25.8,25.2,24.9,95,31.5,0,0,  ,96,8,4,7,1,6,2,2,9,9,7,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUN,0,10,1008.4,1009.1,25.8,24.6,24.1,90,30,0,0,  ,96,9,3,3,1,6,2,1,9,9,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,11,1008.8,1009.5,25,24,23.5,92,28.6,0,0,  ,96,0,0,0,0,1,4,0,0,9,4,9,0,904,0,4,72,,   ,  , , ,   
43353,2006,JUN,0,12,1009.1,1009.8,25.4,24.2,23.7,90,29.3,0,0,  ,96,8,3,0,0,1,2,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,JUN,0,13,1008.3,1009,25.2,24,23.5,90,28.9,0,0,  ,96,8,1,0,0,1,2,9,0,9,3,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,JUN,0,14,1007.9,1008.6,26,24.8,24.3,90,30.4,0,0,  ,96,9,4,7,3,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,15,1009.1,1009.8,26.4,25.2,24.7,90,31.1,0,0,  ,96,9,2,3,1,6,3,6,9,9,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,16,1008.6,1009.3,25.4,24.4,23.9,92,29.6,99,5,  ,96,9,4,7,2,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,17,1008.2,1008.9,25,24.4,24.1,95,29.8,0,0,  ,96,8,3,0,0,6,2,2,0,9,5,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,JUN,0,18,1007.2,1007.9,25.4,24.4,23.9,92,29.5,0,0,  ,96,8,3,0,0,1,3,7,0,9,6,4,6,462,6,2,14,,   ,  , , ,   
43353,2006,JUN,0,19,1005.5,1006.2,26.6,26,25.7,95,33,0,0,  ,96,8,3,3,1,0,2,6,9,9,6,4,6,461,6,1,14,,   ,  , , ,   
43353,2006,JUN,0,20,1005,1005.7,25.6,25,24.7,95,31.1,0,0,  ,96,9,4,7,2,0,0,1,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,21,1004.9,1005.6,24.2,24.2,24.2,100,30.1,32,12,  ,95,7,4,7,4, , ,9,9, ,8,4,7,472,7,2,10,,   ,  , , ,   
43353,2006,JUN,0,22,1004.5,1005.2,23.6,23.6,23.6,100,29.1,0,0,  ,96,7,5,2,3, , ,5,9, ,8,3,6,362,6,2,6,,   ,  , , ,   
43353,2006,JUN,0,23,1004.1,1004.8,24.6,24.6,24.6,100,32.8,20,14,  ,96,7,5,2,3, , ,5,9, ,8,3,7,372,7,2,6,,   ,  , , ,   
43353,2006,JUN,0,24,1005.7,1006.4,24.2,24.2,24.2,100,30.1,23,14,  ,95,3,5,2,3, , ,4,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,25,1007.5,1008.2,25,24,23.5,90,28.9,20,14,  ,96,3,5,2,3, , ,5,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUN,0,26,1007.9,1008.6,24.4,24,23.8,96,29.5,99,5,  ,96,7,4,7,3,0,0,3,9,0,7,4,7,471,7,1,10,,   ,  , , ,   
43353,2006,JUN,0,27,1007.7,1008.4,24.8,24.6,24.5,98,30.7,0,0,  ,96,8,3,7,3,0,0,6,9,0,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUN,0,28,1008.2,1008.9,24.8,24.6,24.5,98,30.7,0,0,  ,96,3,4,3,3,0,0,6,9,0,6,3,7,371,7,1,5,,   ,  , , ,   
43353,2006,JUN,0,29,1008.8,1009.5,23.2,23,22.9,98,27.9,99,5,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,JUL,0,1,1009.5,1010.2,25.4,25,24.8,97,31.2,99,4,  ,95,8,2,3,2,1,2,7,9,9,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,2,1009.2,1009.9,25.2,25,24.9,98,31.5,99,5,  ,96,9,5,7,1,0,0,8,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,3,1007.2,1007.9,26.2,25.8,25.6,97,32.8,23,12,  ,96,9,3,0,0,7,3,6,0,9,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,4,1006.8,1007.5,28,25.6,24.6,82,30.9,29,28,  ,96,9,3,3,3,0,0,6,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,5,1008.7,1009.4,27.4,26,25.4,89,32.4,99,5,  ,96,9,3,7,3,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,6,1010,1010.7,24,24,24,100,29.8,99,5,  ,96,8,4,7,4, , ,6,9, ,8,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,JUL,0,7,1010.1,1010.8,24,24,24,100,29.8,99,4,  ,95,9,4,3,2,1,1,7,9,9,7,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,8,1009.7,1010.4,24.2,24,23.9,98,29.6,0,0,  ,96,3,5,7,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,9,1009.3,1010,24,24,24,100,29,0,0,  ,96,8,3,3,1,0,2,7,9,9,6,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,JUL,0,11,1010.3,1011,23.6,23.6,23.6,100,29,29,18,  ,95,3,5,2,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,12,1009.4,1010.1,24.2,24.2,24.2,100,30.1,0,0,  ,96,3,4,2,4, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,13,1009.1,1009.8,23.6,23.6,23.6,100,29.1,99,5,  ,96,3,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,14,1008.6,1009.3,23.6,23.3,23.3,96,28.6,99,4,  ,95,3,5,2,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,15,1008.9,1009.6,25.4,25,24.7,97,31.1,32,12,  ,96,3,5,2,3, , ,7,9, ,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,16,1008.6,1009.3,26.4,25,24.4,89,30.5,29,8,  ,96,3,4,7,4, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,17,1007.3,1008,25,24.4,24.1,95,30,99,5,  ,96,3,3,7,4,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,18,1007.8,1008.5,24.6,24.2,24,96,29.8,0,0,  ,96,3,3,3,3,0,0,7,9,0,6,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,19,1009.2,1009.7,24,23,22.5,91,27.2,99,4,  ,96,8,2,3,3,0,0,7,9,0,5,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,20,1009.2,1009.9,25,24.2,23.8,93,29.5,0,0,  ,96,8,4,7,3,0,0,7,9,0,7,4,6,463,6,3,12,,   ,  , , ,   
43353,2006,JUL,0,21,1009.8,1010,24.6,24.6,24.6,100,30.9,0,0,  ,96,3,3,7,3,0,0,7,9,0,6,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,22,1009.2,1009.9,25,24.4,24.1,95,30,99,4,  ,96,8,2,3,1,1,2,7,9,9,5,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,23,1010.2,1010.9,25.6,24.4,23.9,90,29.6,0,0,  ,96,8,3,0,0,1,3,7,0,9,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,24,1010.3,1011,26,25,24.6,92,30.9,0,0,  ,96,8,3,3,1,1,2,7,9,9,6,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,25,1009.4,1010.1,26.4,25.2,24.7,90,31.1,0,0,  ,96,8,2,0,0,1,3,1,0,9,5,4,6,462,6,2,12,,   ,  , , ,   
43353,2006,JUL,0,26,1009.2,1009.9,25.4,25.2,25.1,98,31.9,34,16,  ,96,3,5,2,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,28,1010,1010.7,23.6,23.2,23,96,28,0,0,  ,96,9,5,7,3, , ,7,9, ,8,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,29,1008.2,1008.9,23.2,23,22.9,98,27.9,99,4,  ,96,3,3,7,4,0,0,7,9,0,7,4,9,491,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,30,1009.3,1010,23,23,23,100,28,32,18,  ,94,3,4,7,1,8,3,7,9,9,8,3,9,391,9,1,25,,   ,  , , ,   
43353,2006,JUL,0,31,1010.4,1010.7,23.2,23,22.9,98,27.9,0,0,  ,96,8,3,0,0,3,3,7,0,9,6,4,6,462,6,2,12,,   ,  , , ,   
